product_parent,,customer_id,product_parent,star_rating,helpful_votes,vine,verified_purchase,total_votes,review_headline,review_body,review_date,review_rating,reivew_star_rating,review_num,verified_purchase_num,CPS
399103286,rrzmkiw98zlg1,41814531,399103286,5,1,n,True,1,perfect for our son's bath time!,"we bought this to put in the tub for my son (9 months) after searching high and low for a bath mat that wasn't a crazy shape or didn't have a ton of cartoony, baby images all over it. this is the perfect fit! it's much larger than most of the &#34;baby bath mats&#34; you'll find and it was a lot less expensive. good quality material and not too thick, we roll it up and take it with us when we visit family and we barely notice it in the luggage.",11/13/2013,4,4.0,1,1,0.0
399815737,r283yinlz5rr7v,12171177,399815737,5,2,n,True,2,absolutely love it!!,"this car seat is absolutely perfect for my 10 month old daughter!! we had to upgrade from the chicco keyfit 30 due to a car accident.  in order to leave the hospital, my husband and i had to go get a new car seat.  we went to the nearest babies 'r' us while my daughter was still admitted, and purchased a safety first similar model, and loved the look of it.  however, when my daughter would fall asleep in it, her head would fall forward every time, looking so uncomfortable, and that couldn't have been good for her developing neck!! so, i returned it and did my research on amazon and decided to spend the money on this seat.  i am so happy with the purchase! the print is beautiful, even more vibrant in person and is a soft, velour type material.  it is relatively easy to install, depending on whether you use the anchors and their position in your car.  its not too heavy, and my daughter is so snuggled and comfortable in it, she falls asleep almost immediately making for a much happier car ride for my family!! i would definitely recommend this, and will purchase it for my future children.",1/14/2014,5,5.0,1,1,100.0
400790287,rrm939n65oks9,30705113,400790287,5,5,n,True,6,stop searching! you have found your stroller.,"we had owned the city mini single in 2011, and three children later upgraded to this bad boy. we adore this stroller. it fits our 3 1/2 year old and 2 year old on one side sitting together so it's plenty deep. easy to navigate, a little harder to close up compared to the single city mini, but still easier than every other stroller. highly recommend!",2/18/2015,5,5.0,1,1,100.0
401348978,r2mhx09nndg28w,12496935,401348978,2,1,n,True,1,becomes moldy inside!,"while this spout cover is cute and does the job of protecting my kids from bumping their heads, it became black inside. i would think that something that's made to get wet would be mold resistant but this isn't . it's very disappointing since it's really gross inside and very hard or impossible to clean it.",12/7/2014,1,1.0,1,1,-100.0
401739231,rsblgx98wsfrn,28209752,401739231,5,1,N,True,1,Amazing product.,Made diaper changes a breeze. Amazing product.,8/28/2015,5,5.0,2,2,100.0
403655135,R3PNOC0ZXREY09,44002638,403655135,2,0,N,True,0,Runs very small. Son is 3lbs & 4 smaller ...,Runs very small. Son is 3lbs & 4&#34; smaller than the 'fits' size for sm/med and it's still too small.,2/6/2015,4,3.0,1,1,-100.0
404469733,r28rkdqspwr0nd,27346047,404469733,1,1,n,True,1,unfortunately the reviews i read were correct. this does ...,unfortunately the reviews i read were correct.  this does not at all suction to the bottom of our tub.  it is not a completely smooth surface and this mat does nothing but float in the water.  guess we will have to try and find another use for it.,3/4/2015,2,2.0,2,2,-100.0
404542334,rjrabh3cv60rv,17748615,404542334,1,6,n,True,8,not for me,"was expecting alot with all the great reviews, but ended up having to return it for 2 reasons.<br />1.  it must be doused in chemicals as it smells like paint when you open the box.  not sure if it gets better with washing or airing it out.  it was so strong, i didn't want to try.<br />2.  it's heavy.  being this is meant for transport (picnic, park, etc.) and you'll be carrying it around, it's crazy heavy!  guessing that means it's really sturdy and good quality, but too heavy for me to deal with.",6/26/2015,2,2.0,1,1,-100.0
404815841,rco1xqhu968kr,36657140,404815841,1,33,n,True,36,"poor quality, not worth it","it's a great product while it works, which is about a few months at best. like all the other negative reviews, we exchanged this item every few months because the projector stopped working properly. there's clearly a problem in the parts/design.",1/12/2014,4,3.0,1,1,-100.0
405211862,R1DM6CXYZOW2AC,13969857,405211862,1,4,N,False,4,junk,"I recieved the monitor has a gift. I used it when I was at my parents house, because the babys room is on the other side of the house. I kept hearing other peoples conversations and I thought that was normal. Then I started hearing ticking sounds, then one moring I woke up and it wasn't working. Luckly the baby was looking at her mobile just laying there. Then I would hear strange sounds coming from both ends. This is my first time using thos product and my baby is seven months old. I am very upset about this monitor........",4/7/2005,1,1.0,1,0,-100.0
405653733,r177p5x4e0e6kn,23238957,405653733,1,0,N,True,0,Not what it says it is,"The link says it is a 13.3&#34; sleeve for Asus..when I got the sleeve in the mail, on the package it says 12&#34;<br />I wanted to return the item since it was suppose to be for 13.3&#34; and is NOT, but due to product being flammable I can no longer return the item. :(<br />I do love the color though",1/12/2014,3,2.0,1,1,-100.0
406243018,r33cqweuxbheh6,11428744,406243018,1,7,n,True,7,waste of money!!,i am a huge fan of the summer infant play yard that this product goes with but this canopy is absolute junk! we bought it to shade our son on the beach during vacation and it broke the very first time we used it!! save your money!!!! completely unsatisfied with this purchase!!!!,8/15/2015,2,2.0,1,1,-100.0
406613369,r117cpt7tcpco2,45661409,406613369,4,1,n,True,1,nice play mat,just be aware this think has some odor and it will take atleast 1week to go away. i gave 4 star because when i got this product it had some mat with couple of dent. it looks like during the transportation or in the warehouse it was kept on top of nail or something pointed but this does not compromise the quality just the esthetic,7/6/2013,4,4.0,2,2,-50.0
406970499,r3seluju66y9kx,43596047,406970499,5,2,n,True,2,great mobile changing station,"this is a great changing pad.  it closes up to easily fit in a diaper bag or large purse , has room for wet wipes, diapers etc.  and can quickly and easily be wiped clean.  i highly recommend it and the color choices are terrific",8/10/2012,5,5.0,1,1,100.0
407277980,RNRZWK8GDJ0L2,48487740,407277980,5,0,N,True,0,Great pacifier!,I adore these and so does my little guy. So much more attractive than so many of the other options out there! I get a ton of compliments on them when out with my son and feel good knowing I'm giving him the best. We have a couple of soothies too but multiple times I've seen him gag with those where as the more natural shape of these seems to prevent that.,8/5/2015,5,5.0,49,48,42.86
407467304,r3baykuj0iqhin,29413076,407467304,5,2,n,True,2,i love these diapers for nighttime,"i love these diapers for nighttime.  they usually don't leak until morning after a 12 hour night, if at all.  i use one of the microfiber inserts that came with the diaper and 2 or 3 hemp inserts under that.",1/14/2015,4,4.0,1,1,0.0
407575623,r37sca3ab4m9i1,13089068,407575623,5,1,n,True,1,perfect,"i had initially purchased a simple wishes hands free breastpump bra but returned it due to: 1. poor fit, 2. fabric lint sticking to the pump parts. as soon as i returned that one, i needed to look for a replacement that was going to work better for me. i found pumpease. it comes in pretty colors and patterns which i like. this product just works. easy to use. good fit. comfortable.",11/25/2012,4,4.0,2,2,50.0
407658870,rih59zy9rlupy,47943589,407658870,2,2,N,True,2,Cute but definitely not squeaky,This is just a cute but cheap toy. It barely squeaks at all. Not quite as rigid as i thought it would be.,8/17/2013,1,1.0,1,1,-100.0
408088258,r2oi8m2l0i7fej,35532145,408088258,2,1,n,True,1,"decal is a stick on, onsies are plain","this should have been very cute gift for a new mom.  the onesies are all adorned with cute as a button decals.  unfortunately these decals are only stuck on with some adhesive tape, they are not permanently sewn on to the onesie.  for this price, i would expect a cuter onesie than a plain white one (which you can buy in a 6 pack k-mart for cheap) rolled in a ball with a sticker on top.  overall, very disappointed.  would have been a super cute idea if the onesies all had permanent decorations on the chest.",12/10/2009,1,1.0,1,1,-100.0
