product_parent,,customer_id,product_parent,star_rating,helpful_votes,vine,verified_purchase,total_votes,review_headline,review_body,review_date,review_body_length,review_rating,reivew_star_rating,review_num,verified_purchase_num,CPS
357308868,R2WDYCZI91LL6K,49876147,357308868,4,0,N,True,0,Blows like a jet engine!,"Nice hair dryer, dual voltage comes in handy.",8/30/2015,45,5,5.0,190,183,36.32
361502446,R156743995VGLC,35830462,361502446,5,0,N,True,0,"Soft, Soft, Soft","I bought this product because I have the hair serum, which I liked also, and smells nice.  I tried the shampoo today and being that today is an extremely humid day, the product held up nicely.  My hair had no tangles and smells so pretty.  I will purchase this again.  When I began shampooing I felt my hair was not feeling dry and all tangled like some others I've tried, and I've tried all the well known ones.  It felt soft and shiny.  Kind of silky.",8/5/2010,453,5,5.0,1,1,100.0
362797076,R2SV73F8OSGF17,13879845,362797076,5,0,N,True,0,I LOVE THIS THING!,It's a great item. It dries SUPER quick! I never have to waste time waiting for nail polish to dry AGAIN! YAY!!!,8/5/2010,112,1,3.0,1,1,-100.0
368546941,R2P643AK9KMYBV,11594406,368546941,5,0,N,True,0,Love it!!!,This is such a great product. It is easy to apply and it does much for my lashes. No more fake lashes for me. Lash extensions does it!!!,7/2/2011,136,4,4.0,1,1,0.0
375490375,R3CO4W7C0HBWF2,13850423,375490375,4,0,N,True,0,Smells Refreshing,"Smells great! Goes very well with like daytime and casual stuff. Only thing I have against it is that its refreshing smell reminds me of soap, like it is made by Irish Spring.",12/4/2010,175,5,5.0,1,1,100.0
376749538,RNKPXMWS82AIJ,10736164,376749538,5,0,N,True,0,Drys in half the time and stores easily.,Birthday present for the wife after she used one at a hotel. Drys in half the time and stores easily.,8/6/2015,101,5,5.0,25,24,64.0
379880182,R17JRLA00SVN3Z,27177605,379880182,5,0,N,True,1,My most pleasant surprise in a long long time,"When I ordered the anti-aging eye roller I thought, yeah sure, this will be like any other product that advertises the reduction of eye bags and puffiness. But, and I mean a big BUT, I found that it really does reduce the appearance of bags and puffiness.  I am glad I tried it and I am glad it is an OLAY product because I use OLAY exclusively for face and body.  Anyway, I would and have recommended this product to others so they can try it and other OLAY products.  I don't mind asking, because I am on a fixed income, for coupons, very substantial coupons for OLAY products.  I also like the regenerist moisturizer which I use at least twice a day.  Thank you.",3/11/2010,665,5,5.0,1,1,100.0
380013605,RPQX8U7TZ2JPB,8709336,380013605,2,1,N,True,1,I had to super glue it down so the blow dryer wouldn't suck ...,The wire mesh over the vacuum in the back wasn't even attached. I had to super glue it down so the blow dryer wouldn't suck hair into the back of it.,8/17/2015,149,2,2.0,33,33,66.67
381139523,R1X8TE62SMXGCV,20910311,381139523,3,1,N,True,1,It's Okay,This is okay but I'm not fond of the smell.  There is another bhringraj hair oil on Amazon that smells way better and leaves your hair soooo soft.,8/5/2010,146,3,3.0,1,1,-100.0
387378490,R2YUMILPHA8ZXC,14571675,387378490,5,0,N,True,0,perfect,I have owned a makeup mirror for many years and this one is better than the other two I have owned.  This is one is more stable no matter what position you have it sitting in.,2/26/2011,175,5,5.0,2,2,50.0
391944105,R2S8YOX0S264S2,31451050,391944105,3,5,N,True,6,Not good!! The hair dryer is also heavy and ...,"For the price (and based on other reviewers), I was expecting a lot more.  I have very long, thick hair and the Sedu Revolution does dry my hair faster (cut about 10 minutes off drying time); however, it actually makes my hair more frizzy!  Not good!!  The hair dryer is also heavy and loud!!!  Based on the packaging, it looks like I received a previously used blow dryer that someone else returned.  I would never recommend this blow dryer to anyone!",8/11/2015,452,3,3.0,55,49,58.18
391956807,R15AAFF7V0Y9IY,31062210,391956807,3,0,N,True,1,Great for the price,"I've had this shaver for over two months now. Being in my early 60's, I've been shaving a long time. Having had many shavers in my life I'd rate this one as a good shaver. I've had other panasonic shavers that did work better, BUT cost much-much more. For me the bottom line is this is a good shaver at a great price.",2/26/2011,317,5,4.0,1,1,0.0
392681682,R7GF4Y91VF0QF,139034,392681682,4,0,N,True,0,Four Stars,Good as expected,8/24/2015,16,3,3.0,74,67,24.32
396337866,R2EIHQYU3M0HAV,2411867,396337866,1,0,N,True,2,NOT PROFESSIONAL AS I EXPECTED. HAD TO RETURN IT.,It wasn't as I expected.<br />I HAD TO RETURN IT.,6/23/2015,49,5,3.0,53,51,47.17
397227135,RHTPZUAKYK658,15025406,397227135,2,1,N,True,1,Not so much:(,I have combination skin which has become more dry this winter so I was looking for extra moisture.  I did not like this moisturizer.  I found it to be too fragrant and left my skin feeling more dry.  I also felt that it left an uncomfortable residue on my face.  I really like facial products that feel clean and natural. This did not for me.,2/26/2011,342,2,2.0,1,1,-100.0
399344788,R1CHF2ZTC8WVMQ,50792170,399344788,4,47,N,False,52,nice bb cream,"i bought the 4 pack skin79 sampler and of all the 4 items there, this is the one that worked best for me.<br /><br />About me:  i am SE asian (about medium toned compared to most native SE Asians) with about NC30 skin minus the heavy yellow undertones.  i tan easily in summer and probably cannot use this product (maybe can if i have the right powder to put over it...will have to try)...though i would use it in winter/fall.  i have combo oily skin and rarely break out.  i am in my mid 30's.<br /><br />About this product:  This product oxidizes a bit when put on.  At first, it leaves somewhat of a greyish cast but i think this neutralizes yellowish asian undertones once product settles into skin.  Later skin79 gold adjusts a bit to my skin color though i think it is a tad light for me.  i think longevity is about 3-4 hours with primer so i put a finishing powder (drugstore brand) over it so it would last 6-8hrs?  Using a powder similar to your coloring will help make this skin79 product 'match up' to ur skin coloring (IF you are about nc30 or more).  I really think powdering is a must for this product.  Honestly, i have to have powder for this or it wont last long and coloring looks  a bit off.  It isnt drying, and u dont become 'oily' after several hours (not quite dewy but healthy moisturized skin).  You never feel u r wearing makeup with this on (even with primer + BB cream +powder).<br /><br />Compared to other products:  i feel it does 'brighten' the face a bit compared to the other skin79 sampler items.  I found oriental bb gold too oily at the end of day (though loved its initial dewiness),  pink one made my skin look dead and didnt last long and blemish diamond bb cream was too sparkly to use.  I have also used Sephora and laura merceir oil-less tinted moisturizer and found these too oily and 'dead-looking' respectively on my skin.  Laura mercier brand oxidized way too much for me and made me feel like i was wearing a fake mask at end of the day (i even tried 2-3 different shades!).  Christian dior TM broke me out as well as the other skin79 items esp. oriental bb gold.<br /><br />this is a good product to be honest...despite of the minor negatives above esp. not matching to skin color and lack of longetivity without use of powder.  I really think this works great with powder atop of it.<br /><br />if i get a chance will post comparable pics here in amazon.shades!).  Christian dior TM broke me out as well as the other skin79 items esp. oriental bb gold.    this is a good product to be honest...despite of the minor negatives above esp. not matching to skin color and lack of longetivity without use of powder.   I really think this works great with powder atop of it.       if i get a chance will post comparable pics here in amazon.",12/4/2010,2784,5,5.0,1,0,100.0
402814856,R32KGTC72ZFUOL,49792677,402814856,3,4,N,True,5,Beware powerful stuff!!,"I ordered the product about two weeks ago. Shipping was fast, the product came in a plain box and was well packaged.  I have several skin tags on my neck and applied product carefully with a q-tip as directed. It has a stinging sensation on application so I was careful not to apply too much solution to the tags. I got some of the solution on the surrounding skin but applied the ointment to stop the burn. The solution burns the skin very quickly so you have to be carefuly not to apply too much. The burns has caused my skin to become discolored, my neck now looks worse than before and my tags haven't fallen off yet. That was a week ago, so I will now use a small brush to apply and hopefully this will prove a better applicator than the q-tip. I am now looking forward to be rid of the tags and acid burns on my neck.    If you are interested in purchasing this product, please proceed with caution. Maybe the suppliers could provide a small applicator with this purchase.",3/11/2010,978,3,3.0,1,1,-100.0
404556395,R13X662KZGF0Y1,52741703,404556395,5,16,N,True,18,The perfect tape for binding sheet music!,"As far as wound care goes, this tape is mediocre at best.  The tiniest amount of sweat or moisture on the skin causes it to peel right off, rendering it fairly useless for holding a dressing in place.    The one area where this tape really shines, however, is in binding orchestral sheet music parts.  The 1 Micropore tape is absolutely the best solution I've found for taping orchestral music parts together.  It sticks just enough to hold the pages together perfectly, yet not so much that it can't be repositioned without destroying your parts.  It's extremely thin, easy to tear to length, folds perfectly, and doesn't stretch at all.  It's about as sticky as masking tape, but much thinner and much stronger.    I'm constantly being complimented on how my parts are bound, and it has everything to do with this tape!    Stop using Scotch or masking tape -- and buy this immediately.  You will not be disappointed!",12/4/2010,918,5,5.0,1,1,100.0
407404113,R1IAVC4AA6R6Z0,6227042,407404113,5,0,N,True,0,Five Stars,Good,5/21/2015,4,4,4.0,46,46,58.7
409560721,RBB40AE33I5IG,11410078,409560721,3,6,N,True,9,It's alright,If you ask me this product doesn't work much different than the Redken Full Frame 07 Protective Volumizing Mousse.  The mousse works better than the lotion it never makes your hair flat not even in the back.  I even tried a reviewer's tips and it didn't make a difference. I have fine hair.  I'll continue to use it because it makes my hair soft.,7/2/2011,346,3,3.0,1,1,-100.0
